title,release_date,budget,director,distributor,dom_total_gross,domestic_total_adj_gross,genre,oscar_noms,producers,rating,runtime_mins,theaters,season,theater_run,Year,summer,fall,winter,spring,holiday,,PG-13,R,PG,G,GP,M/PG
Agnivarsha - The Fire and the Rain,8/30/2002,,,Cinebella,51549,79200,None,0,,,129,8,summer,0,2006,1,0,0,0,0,1,0,0,0,0,0,0
The Agony and the Ecstasy,10/7/1965,,Carol Reed,Fox,,,Historical,0,Carol Reed,,138,,fall,0,1989,0,1,0,0,0,1,0,0,0,0,0,0
Agora,5/28/2010,70000000,Alejandro Amenabar,Newmarket,619423,695800,Historical,0,,R,127,17,summer,146,2001,1,0,0,0,0,0,0,1,0,0,0,0
The Agronomist,4/23/2004,,Jonathan Demme,ThinkFilm,226189,325300,Documentary,0,,PG-13,91,21,spring,65,2006,0,0,0,1,0,0,1,0,0,0,0,0
Ahead of Time,9/10/2010,,,Vitagraph,33024,38200,Documentary,0,,,73,3,fall,23,2011,0,1,0,0,0,1,0,0,0,0,0,0
Ai Weiwei: Never Sorry,7/27/2012,,,IFC,534100,613000,Documentary,0,,R,90,37,summer,62,1992,1,0,0,0,0,0,0,1,0,0,0,0
Aida at La Scala,12/9/2007,,,Emerging Pictures,222927,277300,Other,0,,,172,52,holiday,329,2010,0,0,0,0,1,1,0,0,0,0,0,0
Aileen: The Life and Death of a Serial Killer,1/9/2004,,,Lantern Lane,97362,140000,Documentary,0,,R,89,6,winter,48,2004,0,0,1,0,0,0,0,1,0,0,0,0
Ain't In It For My Health: A Film About Levon Helm,4/19/2013,,,Kino Lorber,113966,121400,Documentary,0,,,105,10,spring,0,1998,0,0,0,1,0,1,0,0,0,0,0,0
Ain't Them Bodies Saints,8/16/2013,,,IFC,396519,450600,Western,0,,R,90,44,summer,48,1998,1,0,0,0,0,0,0,1,0,0,0,0
Air Bud,8/1/1997,,,Buena Vista,23144499,45028400,Family,0,,PG,98,1795,summer,0,2012,1,0,0,0,0,0,0,0,1,0,0,0
Air Bud: Golden Receiver,8/14/1998,,,Miramax,10224116,19467200,Family,0,,G,90,1669,summer,0,2012,1,0,0,0,0,0,0,0,0,1,0,0
Air Force One,7/25/1997,85000000,Wolfgang Petersen,Sony / Columbia,172956409,336417000,Act_Adven,2,Marc Abraham,R,124,2981,summer,0,2003,1,0,0,0,0,0,0,1,0,0,0,0
Air Guitar Nation,3/23/2007,,,Shadow Dist.,71471,92800,Documentary,0,,R,81,10,spring,139,2012,0,0,0,1,0,0,0,1,0,0,0,0
The Air I Breathe,1/25/2008,,,ThinkFilm,25775,32100,Drama,0,,R,97,7,winter,6,2015,0,0,1,0,0,0,0,1,0,0,0,0
Air Racers 3D,4/6/2012,,,3D Entertainment,1309987,1503600,Documentary,0,,,40,10,spring,156,2006,0,0,0,1,0,1,0,0,0,0,0,0
The Air Up There,1/7/1994,,Paul Michael Glaser,Miramax,21011318,44887800,Sports,0,"Ted Field, Scott Kroopf",PG,107,1721,winter,0,2004,0,0,1,0,0,0,0,0,1,0,0,0
Airborne,9/17/1993,,Rob Bowman,Warner Bros.,2850263,6148000,Comedy,0,,PG,129,982,fall,0,2014,0,1,0,0,0,0,0,0,1,0,0,0
Airheads,8/5/1994,,Michael Lehman,Fox,5751882,12288100,Comedy,0,Robert Simonds,PG-13,92,1229,summer,0,2003,1,0,0,0,0,0,1,0,0,0,0,0
Airplane II: The Sequel,12/10/1982,,,Paramount,27150534,80524500,Fantasy_Scifi,0,,PG,84,1300,holiday,0,1973,0,0,0,0,1,0,0,0,1,0,0,0
Airplane!,6/27/1980,3500000,"Jim Abrahams, David Zucker, Jerry Zucker",Paramount,83453539,277040900,Comedy,0,"Jim Abrahams, Hunt Lowry, David Zucker, Jerry Zucker",PG,88,,summer,0,2015,1,0,0,0,0,0,0,0,1,0,0,0
Airport,3/5/1970,10000000,"George Seaton, Henry Hathaway",Universal,100489151,590373800,Drama,0,Ross Hunter,G,137,,spring,0,2014,0,0,0,1,0,0,0,0,0,1,0,0
Airport '77,3/11/1977,,Jerry Jameson,Universal,,,Drama,0,William Frye,PG,114,,spring,0,2002,0,0,0,1,0,0,0,0,1,0,0,0
Airport 1975,10/18/1974,,Jack Smight,Universal,,,Drama,0,William Frye,PG,107,,fall,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Ajami,2/3/2010,,,Kino,622403,699100,Drama,1,,,120,23,winter,225,1974,0,0,1,0,0,1,0,0,0,0,0,0
AKA,12/12/2003,,,Empire,49988,72400,None,0,,R,120,3,holiday,160,2000,0,0,0,0,1,0,0,1,0,0,0,0
Akeelah and the Bee,4/28/2006,8000000,,Lionsgate,18848430,25697200,Drama,0,,PG,112,2195,spring,83,1951,0,0,0,1,0,0,0,0,1,0,0,0
Akira,12/25/1989,,,Streamline,553171,927700,Animation,0,,R,124,2,holiday,0,2010,0,0,0,0,1,0,0,1,0,0,0,0
Akira,3/30/2001,,,Pioneer,553171,179900,Animation,0,,R,124,1,spring,0,2007,0,0,0,1,0,0,0,1,0,0,0,0
Al Franken: God Spoke,9/13/2006,,,Balcony Releasing,102990,140400,Documentary,0,,,90,10,fall,0,1979,0,1,0,0,0,1,0,0,0,0,0,0
Alabama Moon,3/18/2011,,,Unknown,47305,53700,Family,0,,PG,98,7,spring,48,1992,0,0,0,1,0,0,0,0,1,0,0,0
Aladdin,11/13/1992,28000000,,Buena Vista,217350219,468310200,Animation,5,,G,90,2331,holiday,0,2014,0,0,0,0,1,0,0,0,0,1,0,0
Aladdin,5/24/2019,,Guy Ritchie,Buena Vista,,,Fantasy_Scifi,0,,,,,summer,0,1999,1,0,0,0,0,1,0,0,0,0,0,0
Alamar,7/14/2010,,,Film Movement,61613,70500,Drama,0,,,73,3,summer,218,2017,1,0,0,0,0,1,0,0,0,0,0,0
The Alamo,10/24/1960,,John Wayne,United Artists,,,War,0,"John Wayne, Michael Wayne, James Edward Grant",,167,,fall,0,0,0,1,0,0,0,1,0,0,0,0,0,0
The Alamo,4/9/2004,107000000,John Lee Hancock,Buena Vista,22414961,32232800,War,0,"Ron Howard, Mark Johnson",PG-13,137,2609,spring,104,1988,0,0,0,1,0,0,1,0,0,0,0,0
Alan Partridge: The Movie,4/4/2014,,,Magnolia,153426,164500,Comedy,0,,R,90,22,spring,55,1997,0,0,0,1,0,0,0,1,0,0,0,0
An Alan Smithee Film: Burn Hollywood Burn,2/27/1998,,,Buena Vista,45779,87200,Comedy,0,,R,86,19,winter,13,2009,0,0,1,0,0,0,0,1,0,0,0,0
The Alarmist,10/16/1998,,,Lions Gate,59864,114000,None,0,Beau Flynn,R,92,11,fall,-270,2004,0,1,0,0,0,0,0,1,0,0,0,0
Alaska,8/14/1996,,,Sony / Columbia,11829959,23900800,Family,0,,PG,109,1566,summer,0,2017,1,0,0,0,0,0,0,0,1,0,0,0
Albatross,1/13/2012,,,IFC,,,Drama,0,,,89,,winter,0,2003,0,0,1,0,0,1,0,0,0,0,0,0
Albert Nobbs,1/27/2012,,,Roadside Attractions,3014696,3396400,Drama,3,Glenn Close,R,114,245,winter,111,1986,0,0,1,0,0,0,0,1,0,0,0,0
Albino Alligator,1/17/1997,6000000,,Miramax,339379,660300,None,0,,R,94,12,winter,27,2009,0,0,1,0,0,0,0,1,0,0,0,0
Alex and Emma,6/20/2003,30000000,Rob Reiner,Warner Bros.,14218698,21056900,Romance,0,"Todd Black, Jason Blumenthal, Steve Tisch",PG-13,100,2310,summer,55,2005,1,0,0,0,0,0,1,0,0,0,0,0
Alex Cross,10/19/2012,35000000,Rob Cohen,Lionsgate/Summit,25888412,28719400,Crime_Thriller,0,"Randall Emmett, George Furla",PG-13,101,2541,fall,76,2007,0,1,0,0,0,0,1,0,0,0,0,0
Alex of Venice,4/17/2015,,Chris Messina,Screen Media,,,Drama,0,,R,86,,spring,0,2004,0,0,0,1,0,0,0,1,0,0,0,0
Alexander,11/24/2004,155000000,Oliver Stone,Warner Bros.,34297191,49304000,Historical,0,"Jon Kilik, Gianni Nunnari",R,176,2445,holiday,69,1993,0,0,0,0,1,0,0,1,0,0,0,0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",10/10/2014,28000000,Miguel Arteta,Buena Vista,66954149,72081800,Family,0,Shawn Levy,PG,81,3117,fall,139,2017,0,1,0,0,0,0,0,0,1,0,0,0
Alexandra's Project,12/19/2003,,,Alliance,752148,1084200,Drama,0,,,103,29,holiday,69,2000,0,0,0,0,1,1,0,0,0,0,0,0
"Alfredo, Alfredo",12/5/1973,,,Paramount,,,None,0,,R,,,holiday,0,2002,0,0,0,0,1,0,0,1,0,0,0,0
The Algerian,6/26/2015,,,Hannover House,,,Crime_Thriller,0,,,93,,summer,0,2009,1,0,0,0,0,1,0,0,0,0,0,0
Algorithms,10/17/2014,,,First Run,2021,2200,Documentary,0,,,100,1,fall,13,2002,0,1,0,0,0,1,0,0,0,0,0,0
Alias Betty,9/13/2002,,,Wellspring,208400,318500,None,0,,,101,8,fall,195,2005,0,1,0,0,0,1,0,0,0,0,0,0
The Alibi  - Box Office Mojo,,,,IDP,,,Crime_Thriller,0,,R,90,,,0,1989,0,0,0,0,0,0,0,1,0,0,0,0
Alice,12/25/1990,,Woody Allen,Orion Pictures,7331647,15550500,Fantasy_Scifi,1,,PG-13,106,325,holiday,0,1996,0,0,0,0,1,0,1,0,0,0,0,0
Alice Doesn't Live Here Anymore,12/9/1974,,Martin Scorsese,Warner Bros.,18600000,88822500,Comedy,0,,PG,112,,holiday,0,2010,0,0,0,0,1,0,0,0,1,0,0,0
Alice et Martin,7/21/2000,,,USA Films,500896,829900,None,0,,R,123,20,summer,97,2008,1,0,0,0,0,0,0,1,0,0,0,0
Alice in Wonderland,7/28/1951,,,RKO,,,Animation,0,Walt Disney,,75,,summer,0,1953,1,0,0,0,0,1,0,0,0,0,0,0
Alice in Wonderland,3/5/2010,200000000,Tim Burton,Buena Vista,334191110,375387000,Family,3,Joe Roth,PG,109,3739,spring,125,2017,0,0,0,1,0,0,0,0,1,0,0,0
Alice Neel,4/20/2007,,,SeeThink Productions,48969,63600,Documentary,0,,,81,1,spring,128,2000,0,0,0,1,0,1,0,0,0,0,0,0
Alice Through the Looking Glass,5/27/2016,170000000,James Bobin,Buena Vista,77041381,78853000,Family,0,"Tim Burton, Joe Roth",PG,112,3763,summer,97,1991,1,0,0,0,0,0,0,0,1,0,0,0
Alien,5/25/1979,11000000,Ridley Scott,Fox,80931801,280867700,Fantasy_Scifi,2,"Gordon Carroll, David Giler, Walter Hill",R,117,757,summer,0,2013,1,0,0,0,0,0,0,1,0,0,0,0
Alien 3,5/22/1992,50000000,David Fincher,Fox,55473545,119368400,Fantasy_Scifi,1,"Gordon Carroll, David Giler, Walter Hill",R,114,2227,summer,0,2002,1,0,0,0,0,0,0,1,0,0,0,0
Alien Abduction,4/4/2014,,,IFC,12897,13800,Fantasy_Scifi,0,,,85,13,spring,6,1981,0,0,0,1,0,1,0,0,0,0,0,0
Alien Adventure,8/20/1999,,,N Wave,8959784,12784700,Other,0,,,35,10,summer,3009,1984,1,0,0,0,0,1,0,0,0,0,0,0
Alien Arrival,6/23/2017,,,Vertical Entertainment,,,Fantasy_Scifi,0,,,99,,summer,0,2002,1,0,0,0,0,1,0,0,0,0,0,0
Alien Love Triangle  - Box Office Mojo,,,,Unknown,,,None,0,,,,,,0,1997,0,0,0,0,0,1,0,0,0,0,0,0
Alien Nation,10/7/1988,,,Fox,25216243,54788600,Fantasy_Scifi,0,Gale Anne Hurd,R,91,1436,fall,0,2001,0,1,0,0,0,0,0,1,0,0,0,0
Alien Resurrection,11/26/1997,75000000,Jean-Pierre Jeunet,Fox,47795658,92988100,Fantasy_Scifi,0,"Bill Badalato, Gordon Carroll, David Giler, Walter Hill",R,109,2449,holiday,0,1930,0,0,0,0,1,0,0,1,0,0,0,0
Alien Trespass,4/3/2009,,,Roadside Attractions,104526,125100,Fantasy_Scifi,0,,PG,88,40,spring,157,2008,0,0,0,1,0,0,0,0,1,0,0,0
Alien Vs. Predator,8/13/2004,60000000,Paul W.S. Anderson,Fox,80282231,115446100,Fantasy_Scifi,0,"Gordon Carroll, John Davis, David Giler, Wyck Godfrey, Thomas M. Hammel, Walter Hill",PG-13,87,3401,summer,111,2017,1,0,0,0,0,0,1,0,0,0,0,0
Alien: Covenant,5/19/2017,97000000,Ridley Scott,Fox,74262031,74097800,Fantasy_Scifi,0,,R,122,3772,summer,104,1955,1,0,0,0,0,0,0,1,0,0,0,0
Alien: The Director's Cut,10/29/2003,,table.chart-wide { width: 100%; },Fox,80931801,2942500,Fantasy_Scifi,0,,R,116,347,fall,36,1979,0,1,0,0,0,0,0,1,0,0,0,0
Aliens,7/18/1986,,James Cameron,Fox,85160248,204981400,Fantasy_Scifi,7,"Gordon Carroll, David Giler, Walter Hill, Gale Anne Hurd",R,137,1454,summer,0,2013,1,0,0,0,0,0,0,1,0,0,0,0
Aliens in the Attic,7/31/2009,45000000,John Schultz,Fox,25200412,30149100,Family,0,Arnon Milchan,PG,86,3108,summer,114,2006,1,0,0,0,0,0,0,0,1,0,0,0
Aliens of the Deep,1/28/2005,,"James Cameron, Steven Quale",Buena Vista,8968684,12436300,Other,0,James Cameron,G,47,27,winter,1056,1999,0,0,1,0,0,0,0,0,0,1,0,0
Aliens Vs. Predator - Requiem,12/25/2007,,"Colin Strause, Greg Strause",Fox,41797066,52897100,Fantasy_Scifi,0,John Davis,R,86,2617,holiday,89,2017,0,0,0,0,1,0,0,1,0,0,0,0
Alila,2/27/2004,,,Kino,50961,73300,None,0,,,122,4,winter,0,1976,0,0,1,0,0,1,0,0,0,0,0,0
Alita: Battle Angel,7/20/2018,,Robert Rodriguez,Fox,,,Act_Adven,0,"James Cameron, Jon Landau",,,,summer,0,2000,1,0,0,0,0,1,0,0,0,0,0,0
Alive,1/15/1993,,Frank Marshall,Buena Vista,36733909,79235200,Act_Adven,0,Kathleen Kennedy,R,126,1337,winter,0,2002,0,0,1,0,0,0,0,1,0,0,0,0
Alive and Kicking,4/7/2017,,,Magnolia,68485,68300,Documentary,0,,R,88,11,spring,76,2017,0,0,0,1,0,0,0,1,0,0,0,0
Alive Inside,7/18/2014,,,Bond/360,256682,282900,Documentary,0,,,74,20,summer,104,2003,1,0,0,0,0,1,0,0,0,0,0,0
All About Eve,10/13/1950,,Joseph L. Mankiewicz,Fox,63463,,Drama,0,Darryl F. Zanuck,,138,,fall,0,2015,0,1,0,0,0,1,0,0,0,0,0,0
All About Eve,10/6/2000,,,Fox Searchlight,63463,105200,Drama,0,,,138,1,fall,0,2014,0,1,0,0,0,1,0,0,0,0,0,0
All About Evil,7/9/2010,,,Peaches Christ,7995,9300,Horror,0,,,,1,summer,13,2008,1,0,0,0,0,1,0,0,0,0,0,0
All About Lily Chou-Chou,7/12/2002,,,Cowboy,26485,39500,None,0,,,146,2,summer,265,1987,1,0,0,0,0,1,0,0,0,0,0,0
All About Steve,9/4/2009,,,Fox,33862903,40389100,Comedy,0,,PG-13,99,2265,fall,97,2015,0,1,0,0,0,0,1,0,0,0,0,0
All About the Benjamins,3/8/2002,15000000,,New Line,25916319,39833500,Act_Adven,0,"Matt Alvarez, Ice Cube",R,95,1519,spring,76,2016,0,0,0,1,0,0,0,1,0,0,0,0
All Access: Front Row. Backstage. Live!,4/6/2001,,,IMAX,992683,1566200,Other,0,,,65,35,spring,0,1987,0,0,0,1,0,1,0,0,0,0,0,0
All Babes Want to Kill Me,2/16/2005,,,High Cotton Films,11975,16700,Comedy,0,,PG-13,82,1,winter,0,1990,0,0,1,0,0,0,1,0,0,0,0,0
All Dogs Go to Heaven,11/17/1989,,Don Bluth,United Artists,27100027,59908600,Animation,0,,G,89,1591,holiday,0,2016,0,0,0,0,1,0,0,0,0,1,0,0
All Dogs Go to Heaven 2,3/29/1996,,,MGM,8620678,17416900,Animation,0,,G,81,2037,spring,0,2000,0,0,0,1,0,0,0,0,0,1,0,0
All Eyez on Me,6/16/2017,40000000,Benny Boon,Lionsgate/Summit,44922302,44831000,Drama,0,James G. Robinson,R,140,2471,summer,48,2017,1,0,0,0,0,0,0,1,0,0,0,0
All Good Things,12/3/2010,,Andrew Jarecki,Magnolia,582024,655000,Crime_Thriller,0,Bruna Papandrea,R,101,35,holiday,125,1998,0,0,0,0,1,0,0,1,0,0,0,0
All Hat,1/18/2008,,,Alliance,15198,18900,Western,0,,R,89,2,winter,51,2016,0,0,1,0,0,0,0,1,0,0,0,0
All I Desire,7/5/1953,,Douglas Sirk,Universal,,,Drama,0,Ross Hunter,,79,,summer,0,2014,1,0,0,0,0,1,0,0,0,0,0,0
All I See is You,10/27/2017,30000000,Marc Forster,Open Road Films,217644,217700,Drama,0,,R,110,283,fall,13,2013,0,1,0,0,0,0,0,1,0,0,0,0
All I Wanna Do,3/24/2000,,,Redeemable,5838,9700,None,0,,PG-13,,1,spring,6,1979,0,0,0,1,0,0,1,0,0,0,0,0
All I Want for Christmas,11/8/1991,,,Paramount,14812144,31418600,Family,0,,G,92,1507,holiday,0,2003,0,0,0,0,1,0,0,0,0,1,0,0
All is Bright,10/4/2013,,,Anchor Bay Films,4556,5200,Comedy,0,,R,107,10,fall,2,2017,0,1,0,0,0,0,0,1,0,0,0,0
All Is Lost,10/18/2013,,J.C. Chandor,Roadside Attractions,6263670,6718700,Drama,1,"Justin Nappi, Teddy Schwarzman, Kevin Turen",PG-13,100,483,fall,132,1985,0,1,0,0,0,0,1,0,0,0,0,0
All My Loved Ones,8/16/2002,,,Northern Arts,6237,9600,Family,0,,,91,1,summer,13,2015,1,0,0,0,0,1,0,0,0,0,0,0
All Night Long,3/6/1981,,,Universal,4454295,14308200,None,0,,R,88,,spring,0,2015,0,0,0,1,0,0,0,1,0,0,0,0
All of Me,9/21/1984,,,Universal,36403064,96749800,Fantasy_Scifi,0,,PG,93,1200,fall,0,1988,0,1,0,0,0,0,0,0,1,0,0,0
All or Nothing,10/25/2002,9000000,Mike Leigh,United Artists,201546,305700,None,0,,R,128,16,fall,0,2017,0,1,0,0,0,0,0,1,0,0,0,0
All Over Me,4/25/1997,,,Fine Line,292577,569200,Drama,0,,R,90,,spring,0,2005,0,0,0,1,0,0,0,1,0,0,0,0
All Over the Guy,8/10/2001,,,Lions Gate,1022324,1613000,Romance,0,"Scott Budnick, Don Roos",R,95,35,summer,0,2007,1,0,0,0,0,0,0,1,0,0,0,0
All Quiet on the Western Front,4/21/1930,1200000,Lewis Milestone,Universal,,,War,0,"Carl Laemmle, Jr.",,132,,spring,0,2013,0,0,0,1,0,1,0,0,0,0,0,0
All Roads Lead Home,9/26/2008,,,Waldo West Productions,43907,54600,Family,0,,PG,108,46,fall,13,2001,0,1,0,0,0,0,0,0,1,0,0,0
All Saints,8/25/2017,2000000,,Sony / Columbia,5802208,5802200,Drama,0,,PG,108,846,summer,0,2004,1,0,0,0,0,0,0,0,1,0,0,0
All That Heaven Allows,12/5/1955,,Douglas Sirk,Universal,,,Drama,0,Ross Hunter,,89,,holiday,0,2015,0,0,0,0,1,1,0,0,0,0,0,0
All That Jazz,12/20/1979,,Bob Fosse,Fox,37823676,134567900,Musical,9,,R,123,,holiday,0,2017,0,0,0,0,1,0,0,1,0,0,0,0
All the Boys Love Mandy Lane,10/11/2013,,Jonathan Levine,Radius-TWC,,,Horror,0,Keith Calder,R,88,,fall,0,2010,0,1,0,0,0,0,0,1,0,0,0,0
All the King's Men,9/22/2006,55000000,Steven Zaillian,Sony / Columbia,7221458,9845500,Drama,0,"Scott Budnick, Ryan Kavanaugh, Todd Phillips",PG-13,141,1520,fall,23,2007,0,1,0,0,0,0,1,0,0,0,0,0
All the Little Animals,9/3/1999,,,Lions Gate,26558,46700,None,0,,R,,10,fall,0,1984,0,1,0,0,0,0,0,1,0,0,0,0
All the Money in the World,12/22/2017,,Ridley Scott,TriStar,,,Crime_Thriller,0,,R,,,holiday,0,2016,0,0,0,0,1,0,0,1,0,0,0,0
All the President's Men,4/7/1976,,Alan J. Pakula,Warner Bros.,70600000,295989700,Drama,0,,PG,138,,spring,0,0,0,0,0,1,0,0,0,0,1,0,0,0
All the Pretty Horses,12/25/2000,57000000,,Miramax,15540353,24848700,Western,0,,PG-13,117,1593,holiday,0,1980,0,0,0,0,1,0,1,0,0,0,0,0
All the Queen's Men,10/25/2002,15000000,,Strand,23662,36400,None,0,,,105,17,fall,16,2007,0,1,0,0,0,1,0,0,0,0,0,0
All The Rage: Saved by Sarno,6/23/2017,,,The Film Collaborative,18489,18400,Documentary,0,,,92,1,summer,16,2011,1,0,0,0,0,1,0,0,0,0,0,0
All the Real Girls,2/14/2003,,David Gordon Green,Sony Classics,549666,814000,None,0,,R,108,25,winter,146,2015,0,0,1,0,0,0,0,1,0,0,0,0
All the Right Moves,10/21/1983,,,Fox,17233166,48854600,Sports,0,,R,91,909,fall,0,2009,0,1,0,0,0,0,0,1,0,0,0,0
All Things Must Pass,10/16/2015,,Colin Hanks,Gravitas Ventures,172394,177000,Documentary,0,,,97,14,fall,58,1984,0,1,0,0,0,1,0,0,0,0,0,0
All You Need Is Love,10/31/2014,,,Dada Films,,,Documentary,0,,,83,,fall,0,2017,0,1,0,0,0,1,0,0,0,0,0,0
Allah Made Me Funny,10/3/2008,,,Unknown,66903,83200,Comedy,0,,,83,14,fall,13,1982,0,1,0,0,0,1,0,0,0,0,0,0
Allan Quatermain and the Lost City of Gold,1/30/1987,,,Cannon Films,3751699,8568500,None,0,,PG,99,1000,winter,0,1995,0,0,1,0,0,0,0,0,1,0,0,0
Allegheny Uprising,11/10/1939,,William A. Seiter,RKO,,,Act_Adven,0,P.J. Wolfson,,81,,holiday,0,2007,0,0,0,0,1,1,0,0,0,0,0,0
Alleluia,7/17/2015,,,Music Box Films,6334,6900,Crime_Thriller,0,,,93,3,summer,34,2007,1,0,0,0,0,1,0,0,0,0,0,0
Allied,11/23/2016,85000000,Robert Zemeckis,Paramount,40098064,40732900,Romance,1,,R,121,3160,holiday,64,1987,0,0,0,0,1,0,0,1,0,0,0,0
The Allnighter,5/1/1987,,,Universal,2700000,6166500,None,0,,PG-13,95,977,summer,0,1995,1,0,0,0,0,0,1,0,0,0,0,0
Almost an Angel,12/22/1990,,,Paramount,6939946,14693300,Comedy,0,,PG,96,1373,holiday,0,2012,0,0,0,0,1,0,0,0,1,0,0,0
Almost Christmas,11/11/2016,17000000,David E. Talbert,Universal,42065185,42734200,Comedy,0,Will Packer,PG-13,112,2379,holiday,55,2014,0,0,0,0,1,0,1,0,0,0,0,0
Almost Famous,9/15/2000,60000000,Cameron Crowe,DreamWorks,32534850,53851300,Musical,4,Ian Bryce,R,122,2262,fall,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Almost Friends,11/17/2017,,,Orion Pictures,1481,1500,Romance,0,,,101,12,holiday,6,0,0,0,0,0,1,1,0,0,0,0,0,0
Almost Heroes,5/29/1998,,Christopher Guest,Warner Bros.,6136856,11684900,Act_Adven,0,Denise Di Novi,PG-13,90,2048,summer,0,1987,1,0,0,0,0,0,1,0,0,0,0,0
Almost Holy,5/20/2016,,,The Orchard,21142,22000,Documentary,0,,R,100,10,summer,0,2012,1,0,0,0,0,0,0,1,0,0,0,0
Almost Human,2/21/2014,,,IFC,8447,9500,Fantasy_Scifi,0,,,80,5,winter,27,1931,0,0,1,0,0,1,0,0,0,0,0,0
Almost in Love,2/15/2013,,,Argot Pictures,2510,2800,Romance,0,,,83,1,winter,0,2006,0,0,1,0,0,1,0,0,0,0,0,0
An Almost Perfect Affair,4/27/1979,,,Paramount,85493,304200,Romance,0,,PG,91,,spring,0,2003,0,0,0,1,0,0,0,0,1,0,0,0
Almost Salinas,5/9/2003,,,Strata Prods.,21419,31700,None,0,,PG,92,4,summer,34,2014,1,0,0,0,0,0,0,0,1,0,0,0
Almost Sunrise,7/14/2017,,,Argot Pictures,,,Documentary,0,,,98,,summer,0,2009,1,0,0,0,0,1,0,0,0,0,0,0
Almost You,3/29/1985,,Adam Brooks,Fox,95000,239000,None,0,,R,96,,spring,0,2008,0,0,0,1,0,0,0,1,0,0,0,0
Aloft,5/22/2015,,,Sony Classics,53086,57300,Drama,0,,R,112,17,summer,83,2011,1,0,0,0,0,0,0,1,0,0,0,0
Aloha,5/29/2015,37000000,Cameron Crowe,Sony / Columbia,21067116,22803600,Comedy,0,"Cameron Crowe, Scott Rudin",PG-13,105,2815,summer,62,2004,1,0,0,0,0,0,1,0,0,0,0,0
Aloha Summer,2/26/1988,,,Spectrafilm,418379,909000,None,0,,PG,97,123,winter,0,2001,0,0,1,0,0,0,0,0,1,0,0,0
Alone in Berlin,1/13/2017,,,IFC,33125,33500,Drama,0,,R,103,5,winter,30,2006,0,0,1,0,0,0,0,1,0,0,0,0
Alone in the Dark,1/28/2005,20000000,Uwe Boll,Lions Gate,5178569,7214400,Horror,0,,R,96,2124,winter,20,2010,0,0,1,0,0,0,0,1,0,0,0,0
Alone with Her,1/17/2007,,,IFC,10787,14000,Drama,0,,,79,2,winter,43,2002,0,0,1,0,0,1,0,0,0,0,0,0
Alone Yet Not Alone,9/27/2013,7000000,,Seatzy/IMA,887851,952100,Act_Adven,0,,PG-13,103,103,fall,279,2009,0,1,0,0,0,0,1,0,0,0,0,0
Along Came a Spider,4/6/2001,60000000,Lee Tamahori,Paramount,74078174,116876000,Crime_Thriller,0,,R,103,2573,spring,0,2012,0,0,0,1,0,0,0,1,0,0,0,0
Along Came Polly,1/16/2004,42000000,,Universal,88097164,126684000,Romance,0,"Michael Shamberg, Stacey Sher",PG-13,90,3052,winter,146,1986,0,0,1,0,0,0,1,0,0,0,0,0
Along the Roadside,3/27/2015,,,Indican,1352,1500,Comedy,0,,,107,,spring,192,2017,0,0,0,1,0,1,0,0,0,0,0,0
Along with the Gods: The Two Worlds,12/22/2017,,,Well Go USA,,,Fantasy_Scifi,0,,,,,holiday,0,1999,0,0,0,0,1,1,0,0,0,0,0,0
Alpha,3/2/2018,,Albert Hughes,Sony / Columbia,,,Act_Adven,0,,,,,spring,0,1996,0,0,0,1,0,1,0,0,0,0,0,0
Alpha and Omega,9/17/2010,,,Lionsgate,25107267,28202200,Animation,0,,PG,88,2625,fall,76,2007,0,1,0,0,0,0,0,0,1,0,0,0
Alpha Dog,1/12/2007,,Nick Cassavetes,Universal,15309602,19871300,Drama,0,Sidney Kimmel,R,122,1292,winter,41,2008,0,0,1,0,0,0,0,1,0,0,0,0
Alphabet City,5/4/1984,,,Atlantic,7035585,18698700,None,0,,R,86,321,summer,0,2009,1,0,0,0,0,0,0,1,0,0,0,0
The Alphabet Killer,11/7/2008,,,Anchor Bay Films,29784,37000,Drama,0,,R,100,2,holiday,37,2002,0,0,0,0,1,0,0,1,0,0,0,0
Already Tomorrow in Hong Kong,2/12/2016,,,Gravitas Ventures,21206,22100,Romance,0,,,78,11,winter,9,1992,0,0,1,0,0,1,0,0,0,0,0,0
Altered  - Box Office Mojo,,,,Rogue Pictures,,,Fantasy_Scifi,0,,R,,,,0,1984,0,0,0,0,0,0,0,1,0,0,0,0
Altered States,12/25/1980,,Ken Russell,Warner Bros.,19853892,65909000,Fantasy_Scifi,2,,R,103,,holiday,0,2006,0,0,0,0,1,0,0,1,0,0,0,0
Altiplano,8/20/2010,,,First Run,2961,3400,Drama,0,,,109,1,summer,48,2017,1,0,0,0,0,1,0,0,0,0,0,0
Alvin and the Chipmunks,12/14/2007,60000000,Tim Hill,Fox,217326974,276391000,Family,0,"Arnon Milchan, Karen Rosenfelt",PG,92,3499,holiday,174,1985,0,0,0,0,1,0,0,0,1,0,0,0
Alvin and the Chipmunks: Chipwrecked,12/16/2011,75000000,Mike Mitchell,Fox,133110742,151048500,Family,0,Arnon Milchan,G,87,3734,holiday,174,1977,0,0,0,0,1,0,0,0,0,1,0,0
